,index,meanAP,AKD,median_KD,seg_map,bbox_map,category,experiment
69,SCALE_RANDOM_MUGS_10K_RUN,0.5163500905036926,19.045724922322368,9.974127451578775,0.9832295383292468,0.9921265992244646,mug,scale
70,SCALE_RANDOM_SHOES_10K_RUN,0.6077722311019897,11.780714460253584,7.817626158396403,0.9552611689906276,0.9570186043762842,shoe,scale
71,SCALE_RANDOM_TSHIRTS_10K_RUN,0.5754702687263489,44.88045799861061,6.182334661483765,0.7968761533617262,0.7990934036628092,tshirt,scale
72,SCALE_DIFFUSION_MUGS_250_RUN,0.4072616398334503,24.41215628561018,14.702819188435873,0.9637727583556523,0.9691825108942552,mug,scale
73,SCALE_DIFFUSION_SHOES_250_RUN,0.5374588370323181,27.965430774429972,10.013169288635254,0.9024516605688758,0.8827449037522381,shoe,scale
74,SCALE_DIFFUSION_TSHIRTS_250_RUN,0.43531084060668945,66.96173963535777,16.772140463193256,0.7434143807012779,0.8060003361214267,tshirt,scale
75,SCALE_DIFFUSION_MUGS_500_RUN,0.3950682878494262,26.98632534529249,14.681704998016357,0.9788187189331476,0.9862504421931442,mug,scale
76,SCALE_DIFFUSION_SHOES_500_RUN,0.5442512631416321,28.667769855944243,8.799070199330648,0.814077576310107,0.7853295499878054,shoe,scale
77,SCALE_DIFFUSION_TSHIRTS_500_RUN,0.4888897240161896,56.98162495277952,9.922311981519064,0.839198229149863,0.8694585799846815,tshirt,scale
78,SCALE_RANDOM_MUGS_250_RUN,0.3876543343067169,39.199272111496924,15.758730252583822,0.9143102182975568,0.9637539817789478,mug,scale
79,SCALE_RANDOM_SHOES_250_RUN,0.5884799957275391,19.08652807074132,8.3555326461792,0.9234082004018144,0.8774970809689135,shoe,scale
80,SCALE_RANDOM_TSHIRTS_250_RUN,0.45556703209877014,59.81820501933311,14.783728063106537,0.5663404219792614,0.5742453792707541,tshirt,scale
81,SCALE_RANDOM_MUGS_500_RUN,0.4595084488391876,22.683699133498965,11.720192909240723,0.9482257508627936,0.9783206349455102,mug,scale
82,SCALE_RANDOM_SHOES_500_RUN,0.5998236536979675,18.15056443306827,8.408357938130697,0.7546740741989092,0.8003166411007715,shoe,scale
83,SCALE_RANDOM_TSHIRTS_500_RUN,0.496766060590744,51.68002384892298,8.416060467561087,0.6140952589852625,0.6569411179032869,tshirt,scale
